"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
9.415970500E0,1.902507036E-3,-5.779799540E-4,-6.135117728E-4,2.080862933E-3
9.425977500E0,7.267214824E-4,4.385483917E-4,1.271134242E-4,8.582579026E-4
9.435985500E0,-1.289824024E-3,3.615834285E-4,-2.353428863E-4,1.360064286E-3
9.445992500E0,1.573376358E-4,-6.038127467E-4,4.280505236E-4,7.566850173E-4
9.456000500E0,1.252429443E-3,8.647865616E-5,-5.541231949E-4,1.372264764E-3
9.466007500E0,1.890292624E-4,8.301646449E-5,-9.480046574E-4,9.702250388E-4
9.476015500E0,-1.014453359E-3,2.776936162E-4,-5.538568366E-4,1.188691195E-3
9.486022500E0,-9.109964594E-6,-1.281721052E-4,6.026797928E-5,1.419271268E-4
9.496030500E0,-7.995008491E-5,-9.781215340E-5,-5.903420970E-4,6.037077314E-4
9.506037500E0,3.661294468E-4,2.092502546E-4,-1.381301088E-3,1.444239986E-3
9.516045500E0,2.147784224E-3,-4.341693129E-4,-5.131843500E-5,2.191828836E-3
9.526052500E0,-2.024057554E-3,9.027377237E-4,-9.168458637E-4,2.398405870E-3
9.536060500E0,9.248605929E-4,-5.984862801E-4,-1.507268520E-3,1.866925637E-3
9.546067500E0,8.713310817E-4,8.042005356E-4,-6.159085315E-4,1.336151067E-3
9.556075500E0,1.280392637E-3,-1.502629602E-3,1.326601254E-3,2.378481009E-3
9.566082500E0,1.094237668E-3,1.416059677E-4,-3.509239759E-4,1.157823804E-3
9.576090500E0,1.700373134E-3,-5.417610519E-4,-4.601136316E-4,1.842953712E-3
9.586097500E0,-9.505373891E-4,6.730412133E-5,-4.726306070E-4,1.063687390E-3
9.596105500E0,-2.509250771E-4,-9.391047060E-4,-4.467978142E-4,1.069817428E-3
9.606112500E0,1.001826022E-3,-2.643931657E-5,-1.493226737E-4,1.013238213E-3
9.616120500E0,-1.281301957E-3,-4.432240967E-4,5.223264452E-4,1.452930562E-3
9.626127500E0,9.999617469E-4,9.789040778E-4,-2.186641097E-3,2.596069332E-3
9.636135500E0,2.249517012E-3,-8.529517800E-5,-7.706382312E-4,2.379387598E-3
9.646142500E0,1.550170826E-3,2.143105958E-4,-1.181031344E-3,1.960559527E-3
9.656150500E0,1.664686715E-3,1.477181213E-3,-9.173783474E-4,2.407245153E-3
9.666158500E0,5.727907410E-4,9.426849429E-4,1.681258436E-4,1.115800356E-3
9.676165500E0,1.888658619E-3,-1.854300499E-4,-7.802254986E-4,2.051869272E-3
9.686173500E0,2.035132376E-3,1.679049106E-3,-2.217607107E-4,2.647668315E-3
9.696180500E0,3.563786857E-3,8.260386530E-4,4.375632852E-5,3.658528561E-3
9.706188500E0,5.909232888E-3,1.767998794E-3,2.095721895E-3,6.514361314E-3
9.716195500E0,7.654668763E-3,2.488650149E-3,2.884282731E-5,8.049109600E-3
9.726203500E0,1.398235559E-2,6.252747495E-3,1.697595231E-3,1.541054667E-2
9.736210500E0,-3.083979245E-3,-5.330937915E-3,5.282009952E-4,6.181328605E-3
9.746218500E0,-5.237144884E-3,-1.257366966E-3,1.488270704E-3,5.587808865E-3
9.756225500E0,-1.388344448E-3,2.206074074E-3,-7.727530319E-4,2.718714839E-3
9.766233500E0,-5.499732215E-3,-4.908028059E-3,-1.900069183E-3,7.612230735E-3
9.776240500E0,-3.091435879E-3,1.035614870E-3,-1.051852480E-3,3.425765257E-3
9.786248500E0,-3.012872767E-3,-1.091984799E-3,2.973051742E-4,3.218419407E-3
9.796255500E0,-3.819544334E-3,-3.918131348E-3,3.779986873E-4,5.484847781E-3
9.806262708E0,-6.863351446E-4,7.290849462E-4,1.417430583E-3,1.735433735E-3
9.816269708E0,-5.033758935E-4,-1.738866558E-3,3.951112740E-5,1.810691947E-3
9.826277708E0,9.240783984E-4,9.788894095E-4,4.491051659E-4,1.419098591E-3
9.836284708E0,2.873166231E-4,5.658329464E-4,1.729354262E-4,6.577419151E-4
9.846292708E0,2.323303139E-3,1.434023492E-3,-7.980531082E-4,2.844477037E-3
9.856299708E0,2.215977758E-3,-1.686667092E-4,3.897841088E-5,2.222729223E-3
9.866307708E0,1.650322462E-3,3.149631899E-3,3.178790212E-5,3.555946540E-3
9.876314708E0,1.384006348E-3,6.862077862E-5,-7.967215497E-4,1.598420348E-3
9.886322708E0,-1.154785044E-3,1.851607114E-3,-6.566392258E-4,2.278848937E-3
9.896329708E0,1.797248842E-4,-1.561499666E-4,-4.597636871E-5,2.424823139E-4
9.906337708E0,-2.390491776E-3,-1.379073365E-3,-7.988521829E-4,2.873057446E-3
9.916344708E0,-1.903932309E-3,3.807432950E-4,9.047719650E-4,2.142086833E-3
9.926352708E0,-3.166803159E-3,-1.083462499E-3,-5.668906961E-4,3.394686774E-3
9.936359708E0,1.979489112E-3,3.976543900E-3,7.679522969E-5,4.442654166E-3
9.946367708E0,-1.510397997E-4,-2.611051779E-3,1.264032442E-3,2.904854976E-3
9.956375708E0,2.517980291E-3,1.373569947E-3,-6.289423909E-4,2.936407273E-3
9.966382708E0,2.381093800E-3,1.455862075E-4,-1.485681394E-3,2.810347351E-3
9.976390708E0,3.927777288E-4,-2.318104031E-3,-6.129634567E-4,2.429733492E-3
9.986397708E0,1.610641368E-3,8.830153383E-4,2.557598054E-4,1.854533575E-3
9.996405708E0,2.184552606E-3,-9.684141260E-4,3.670798615E-4,2.417611142E-3
1.000641271E1,8.923867717E-4,3.442582674E-4,-5.221497267E-4,1.089728518E-3
1.001642071E1,-6.688386202E-5,7.932670414E-4,-1.138870139E-4,8.041867333E-4
1.002642771E1,-6.128319073E-4,1.432159450E-3,-8.177605923E-4,1.759368075E-3
1.003643571E1,-1.702597365E-3,-1.020869240E-5,-1.005247002E-3,1.977236339E-3
1.004644271E1,-1.393137965E-3,1.839357428E-4,2.060248516E-5,1.405379027E-3
1.005645071E1,-2.613132354E-3,-1.362295588E-3,1.673626713E-3,3.389002264E-3
1.006645771E1,1.327728387E-5,-7.407136727E-4,-3.844641615E-4,8.346530553E-4
1.007646571E1,3.423658200E-6,-6.520305760E-4,1.779953018E-4,6.758978628E-4
1.008647271E1,-8.980564307E-4,8.947332390E-4,-1.204984030E-3,1.749010987E-3
1.009648071E1,-3.489125520E-4,-1.411830308E-3,-1.456386643E-3,2.058170751E-3
1.010648771E1,7.608266314E-4,1.658261754E-4,4.054293968E-4,8.779114302E-4
1.011649571E1,1.357641071E-3,1.395407598E-3,1.652124338E-4,1.953879933E-3
1.012650271E1,1.271354617E-3,1.881970093E-5,6.866590120E-4,1.445059632E-3
1.013651071E1,1.063361764E-3,-4.887788091E-4,-1.367903315E-4,1.178284584E-3
1.014651771E1,2.026280854E-4,2.286769450E-4,-5.615644623E-4,6.393011273E-4
1.015652571E1,2.331292722E-3,-5.921092816E-5,1.271290239E-4,2.335507114E-3
1.016653271E1,2.058318816E-3,1.911264844E-4,-2.896557562E-4,2.087368233E-3
1.017654071E1,7.717455737E-4,2.089696936E-4,-2.270713449E-4,8.311563987E-4
1.018654771E1,-9.143017232E-4,-1.939667854E-4,-5.820707884E-4,1.101079996E-3
1.019655571E1,4.039630294E-4,2.118991688E-4,7.543032989E-4,8.815105522E-4
1.020656271E1,-1.159312436E-3,1.107786316E-3,-8.161626756E-4,1.799254668E-3
1.021657071E1,-1.995811472E-3,4.467898980E-4,-1.516574062E-3,2.546150335E-3
1.022657771E1,-2.644904889E-4,-1.047505066E-5,1.516766381E-3,1.539689968E-3
1.023658571E1,-4.684885498E-4,7.125730626E-4,2.480363473E-4,8.881238205E-4
1.024659271E1,-2.892578486E-4,-3.673385363E-4,8.132262155E-5,4.745746222E-4
1.025660071E1,-1.035741763E-3,-3.966332879E-4,-2.007060684E-4,1.127103319E-3
1.026660771E1,2.151449444E-4,-2.029950032E-3,3.471737728E-5,2.041614502E-3
1.027661571E1,1.497457037E-3,2.387966961E-4,1.431079581E-4,1.523115664E-3
1.028662371E1,4.044956295E-4,-1.367089339E-3,3.854557872E-4,1.476863615E-3
1.029663071E1,4.140830133E-4,4.830085672E-4,9.277416393E-5,6.429378379E-4
1.030663871E1,-1.106049400E-3,1.059053466E-4,1.644065604E-3,1.984316740E-3
1.031664571E1,2.391133457E-4,1.365314238E-3,-3.383916337E-4,1.426803090E-3
1.032665371E1,-6.660951767E-4,-5.689398386E-4,-2.467120066E-5,8.763469590E-4
1.033666071E1,9.203499649E-4,2.393294126E-4,-1.261376310E-4,9.592879273E-4
1.034666871E1,6.985086948E-4,-5.564230960E-4,1.237667166E-3,1.526217898E-3
1.035667571E1,5.645516794E-4,1.122965477E-4,-1.113903942E-3,1.253838548E-3
1.036668371E1,1.567498082E-3,-1.102104783E-3,5.811979063E-4,2.002367648E-3
1.037669071E1,2.953060903E-4,-1.009160420E-3,-7.820059545E-5,1.054384073E-3
1.038669871E1,-5.707538221E-4,-3.228636924E-4,-8.432590403E-5,6.611442713E-4
1.039670571E1,-4.229485057E-4,-1.441657776E-3,-6.225507241E-4,1.626293942E-3
1.040671371E1,8.660214953E-4,3.533125855E-4,2.216710709E-4,9.612289410E-4
1.041672071E1,-9.209595155E-4,-2.775900066E-4,9.039728902E-4,1.319996071E-3
1.042672871E1,-1.650665654E-3,-3.817195538E-4,3.231377341E-4,1.724768075E-3
1.043673571E1,-3.355967347E-4,1.525636297E-3,-2.837968059E-4,1.587681298E-3
1.044674371E1,3.882503370E-4,-5.734665319E-5,5.803988315E-4,7.006352592E-4
1.045675071E1,-2.711935434E-3,5.392013118E-4,2.357861958E-4,2.775054411E-3
1.046675871E1,-5.497150123E-4,-6.677431520E-4,-8.523815777E-4,1.214340095E-3
1.047676571E1,-3.320201300E-3,-4.488313571E-4,1.101313159E-3,3.526765790E-3
1.048677371E1,-1.771387178E-4,-1.869627740E-3,2.557598054E-4,1.895336142E-3
1.049678071E1,-8.632487152E-5,-5.010291934E-4,-2.467120066E-5,5.090097290E-4
1.050678871E1,-7.449246477E-4,-7.257999387E-4,-4.837336019E-5,1.041171582E-3
1.051679571E1,-1.823771279E-3,1.384488773E-3,-2.427841537E-4,2.302584415E-3
1.052680371E1,-1.365707489E-3,5.322773941E-4,-2.999743447E-5,1.466075037E-3
1.053681071E1,-2.447830047E-4,-8.970412891E-4,-1.412710641E-3,1.691257860E-3
1.054681871E1,-6.575728767E-4,-5.510966294E-4,5.596261472E-4,1.024349065E-3
1.055682571E1,-1.859457465E-3,-9.500382002E-4,8.951844648E-4,2.271895656E-3
1.056683371E1,-1.147860894E-3,-1.365225064E-3,1.862510107E-4,1.793352599E-3
1.057684171E1,-1.056780806E-3,-4.086175468E-4,-3.826001193E-4,1.195883281E-3
1.058684871E1,-1.708456315E-3,-1.518090488E-3,-5.554391537E-4,2.352006455E-3
1.059685671E1,-8.101721760E-4,-1.103436342E-3,1.423023175E-3,1.974574808E-3
1.060686371E1,3.964256030E-5,8.683679625E-4,1.552186441E-3,1.779021416E-3
1.061687171E1,1.211433439E-3,-1.610502135E-3,-3.437178675E-4,2.044365446E-3
1.062687871E1,1.741402550E-3,-1.212892123E-3,1.421105117E-5,2.122213961E-3
1.063688671E1,1.226347173E-3,5.306792445E-4,-7.634321228E-4,1.538953038E-3
1.064689371E1,-1.358597074E-4,-7.953085005E-4,3.444431350E-4,8.772767775E-4
1.065690171E1,-3.230799921E-4,-6.933091208E-5,-1.408449607E-3,1.446692003E-3
1.066690871E1,-2.767408732E-4,-1.473608427E-5,-6.861332804E-5,2.855003536E-4
1.067691671E1,-6.122991908E-4,3.338716924E-4,4.560295492E-4,8.332727980E-4
1.068692371E1,-1.218168298E-3,1.366379205E-3,-3.825337626E-5,1.830953155E-3
1.069693171E1,3.347208258E-4,-9.255371988E-4,7.972470485E-5,9.874275498E-4
1.070693871E1,5.040979013E-4,-1.307700761E-3,1.015625894E-4,1.405172919E-3
1.071694671E1,-9.166984819E-4,-1.307700761E-3,-1.509049907E-4,1.604116487E-3
1.072695371E1,3.111816477E-5,-4.650857300E-4,1.292352099E-4,4.837094333E-4
1.073696171E1,1.016221475E-3,-1.069889637E-3,1.715791877E-4,1.485533351E-3
1.074696871E1,5.901156692E-4,3.122908529E-4,1.260393765E-4,6.794468369E-4
1.075697671E1,-3.132285783E-4,-6.634911988E-4,-4.094094038E-5,7.348529606E-4
1.076698371E1,5.551730283E-6,-9.122304618E-4,-3.032621462E-4,9.613340556E-4
1.077699171E1,-7.252196083E-4,-2.585760783E-3,-9.580189362E-5,2.687243999E-3
1.078699871E1,-1.102056936E-3,-4.704119638E-4,6.824871525E-5,1.200197814E-3
1.079700671E1,5.941103445E-4,-4.935816396E-4,2.036857186E-3,2.178388655E-3
1.080701488E1,-5.350698484E-4,2.038552193E-3,1.366918441E-4,2.112032066E-3
1.081702288E1,1.190024195E-4,-9.766789153E-4,-2.886147704E-4,1.025359335E-3
1.082702987E1,-8.541165153E-4,-2.778654452E-4,-1.627918566E-3,1.859258746E-3
1.083703788E1,-2.067022724E-4,9.919295553E-4,-1.051610569E-3,1.460320122E-3
1.084704488E1,7.445790106E-4,-7.732934318E-5,-1.056137960E-3,1.294528919E-3
1.085705287E1,1.328508370E-4,-4.451118875E-4,-1.346841455E-4,4.836463133E-4
1.086705988E1,8.982433937E-4,-4.887878895E-4,2.416206989E-4,1.050778453E-3
1.087706788E1,4.683074076E-5,1.226740424E-4,-4.406813532E-4,4.598283310E-4
1.088707488E1,-1.129588345E-4,-7.726808544E-4,1.308216481E-3,1.523556944E-3
1.089708288E1,-6.274814950E-4,-1.192661235E-3,-2.034317004E-3,2.440208909E-3
1.090708987E1,-7.427964592E-4,-1.138332766E-3,-1.872929395E-3,2.314176438E-3
1.091709788E1,6.786978338E-5,-3.572276328E-4,-4.215065856E-4,5.566737741E-4
1.092710588E1,1.222083811E-3,6.622301880E-4,-2.547926269E-4,1.413137270E-3
1.093711287E1,7.850590628E-4,-6.570995320E-4,8.687947411E-4,1.342721799E-3
1.094712088E1,-8.043154376E-4,-1.862526406E-4,3.153902944E-4,8.837897980E-4
1.095712788E1,3.288595472E-4,-6.424521562E-4,6.173925940E-4,9.497720726E-4
1.096713587E1,-2.358003519E-3,-2.264664508E-4,-1.365597127E-3,2.734286592E-3
1.097714288E1,-6.820763228E-4,-6.576322485E-4,-3.147139214E-4,9.983752485E-4
1.098715088E1,-1.853968715E-4,4.766078200E-4,-9.469483048E-4,1.076214712E-3
1.099715788E1,-2.951190108E-4,1.056112116E-3,1.365208300E-3,1.751074451E-3
1.100716588E1,4.779965384E-4,-1.398789929E-3,2.607952338E-4,1.501035679E-3
1.101717287E1,-7.577101933E-4,1.052117208E-3,-4.995372146E-4,1.389464928E-3
1.102718088E1,-5.965888267E-4,-2.142158337E-4,1.187841641E-3,1.346393113E-3
1.103718788E1,-4.413266433E-4,1.568503911E-3,3.529407550E-4,1.667195520E-3
1.104719587E1,-8.125713794E-4,-1.452399883E-4,-8.894240018E-4,1.213442193E-3
1.105720288E1,3.134132130E-4,-1.218494028E-3,-2.635810524E-4,1.285468984E-3
1.106721088E1,3.019615542E-4,-4.712110385E-4,-4.425456282E-4,7.134894926E-4
1.107721788E1,-3.635623725E-4,-5.857269280E-4,-6.950132083E-4,9.789264490E-4
1.108722588E1,8.396538324E-4,-8.025881834E-5,1.326858765E-3,1.572264042E-3
1.109723287E1,-1.921562944E-5,-1.017159084E-3,-1.195040531E-4,1.024335424E-3
1.110724088E1,-4.265143070E-5,-9.977179579E-4,1.958140638E-4,1.017646017E-3
1.111724788E1,-2.105802298E-3,-5.013046321E-4,-6.755720824E-4,2.267621505E-3
1.112725587E1,7.658842951E-4,-2.011663746E-4,4.868975375E-4,9.295783322E-4
1.113726288E1,-1.542378450E-4,1.443868270E-3,-8.558682166E-4,1.685543028E-3
1.114727088E1,8.543012082E-4,-1.577221788E-3,-6.188468542E-4,1.897480053E-3
1.115727788E1,1.652716892E-3,-1.766653731E-4,-1.393027836E-3,2.168688620E-3
1.116728588E1,9.360602708E-4,-4.413835704E-4,4.141933750E-4,1.114712716E-3
1.117729287E1,7.336600684E-4,4.558356013E-4,-5.360224750E-4,1.016544778E-3
1.118730088E1,4.697407130E-4,2.473096829E-4,-3.749013413E-4,6.498995556E-4
1.119730788E1,3.802585416E-4,-5.700143520E-4,1.548014116E-4,7.024787519E-4
1.120731587E1,1.487068250E-3,-1.041926444E-3,1.238708152E-3,2.198040168E-3
1.121732288E1,-1.106178388E-6,4.747437779E-4,-8.648098446E-5,4.825576017E-4
1.122733088E1,6.732062902E-4,1.555454684E-3,6.187239196E-4,1.804290795E-3
1.123733788E1,1.402113470E-3,7.261463907E-4,-1.328198705E-4,1.584566781E-3
1.124734588E1,-1.566348365E-4,-3.827940673E-4,5.619989242E-4,6.977883352E-4
1.125735287E1,-5.553100491E-4,-5.148868077E-4,6.744987331E-5,7.602809749E-4
1.126736088E1,5.802619271E-4,9.434602689E-4,-1.174914883E-3,1.614696927E-3
1.127736788E1,1.752052805E-3,1.362559851E-4,-9.059356526E-4,1.977112575E-3
1.128737587E1,1.333835535E-4,1.360777533E-3,-2.223020419E-4,1.385252635E-3
1.129738288E1,7.958768401E-5,4.406555090E-4,5.337691400E-4,6.967215885E-4
1.130739088E1,1.199446851E-3,2.132561756E-3,-4.822267219E-4,2.493799311E-3
1.131739887E1,6.540315226E-4,3.642227966E-4,-1.507810084E-3,1.683421138E-3
1.132740588E1,9.379244875E-4,-9.064516053E-5,2.309298841E-3,2.494149159E-3
1.133741388E1,-1.035744208E-3,1.596917864E-4,-4.896835890E-4,1.156744375E-3
1.134742088E1,7.179473760E-4,-7.322006859E-4,7.890141569E-5,1.028490016E-3
1.135742888E1,-3.491813550E-4,-7.745451294E-4,-9.661230724E-4,1.286561917E-3
1.136743587E1,8.021033136E-4,5.556247197E-5,3.683867399E-4,8.844013253E-4
1.137744388E1,-2.399916993E-4,-2.003675327E-4,5.028767046E-4,5.921386188E-4
1.138745088E1,6.915820995E-4,-3.793318756E-4,-3.195074387E-4,8.510367064E-4
1.139745887E1,5.837240024E-4,-6.139564794E-4,2.118083881E-3,2.281218007E-3
1.140746588E1,1.973361475E-3,1.053448534E-3,-1.764958724E-4,2.243893963E-3
1.141747388E1,1.205039443E-3,-1.657649176E-3,-1.537903678E-3,2.562238977E-3
1.142748088E1,-2.554379171E-4,8.768809494E-4,-1.851357752E-3,2.064387138E-3
1.143748888E1,4.143470433E-4,3.058996517E-4,-9.607966058E-4,1.090132188E-3
1.144749587E1,-6.432412192E-6,-2.091559581E-4,3.255100455E-4,3.869681905E-4
1.145750388E1,-2.248116070E-4,-1.052925363E-4,1.022192882E-3,1.051905445E-3
1.146751088E1,-1.106178388E-6,-3.441781737E-4,1.178520499E-3,1.227750139E-3
1.147751887E1,1.497987192E-3,1.343919430E-4,1.822321210E-4,1.515003422E-3
1.148752588E1,-4.786109785E-4,1.650529681E-3,-5.261688493E-4,1.797267469E-3
1.149753388E1,5.403144751E-4,1.573830610E-3,7.561433595E-4,1.827740491E-3
1.150754088E1,9.107602527E-4,8.686252404E-4,7.561433595E-4,1.468246174E-3
1.151754888E1,1.190024195E-4,-1.154127531E-4,1.057346584E-3,1.070263275E-3
1.152755587E1,-2.093653893E-4,-2.997033298E-4,5.809071008E-4,6.863738135E-4
1.153756388E1,-8.663671324E-4,-1.168160234E-3,-5.006024148E-4,1.538113493E-3
1.154757088E1,-3.190875286E-4,1.367887016E-4,6.159092300E-5,3.525924582E-4
1.155757887E1,-9.273536270E-4,9.264161345E-4,-7.962132804E-4,1.533684189E-3
1.156758588E1,-5.939257098E-4,1.202585874E-3,-2.436074428E-4,1.363196655E-3
1.157759388E1,4.180754768E-4,1.202772837E-4,-4.337572027E-4,6.143281209E-4
1.158760087E1,1.624119468E-4,2.552994993E-4,-1.533261966E-4,3.392114346E-4
1.159760888E1,-1.666380675E-3,1.052916283E-3,1.093299361E-3,2.254054290E-3
1.160761588E1,-1.704197726E-3,1.935141627E-4,3.872953821E-4,1.758333112E-3
1.161762388E1,-6.517163711E-4,4.630258773E-4,9.887502529E-5,8.055454438E-4
1.162763088E1,-2.865969436E-4,1.130680321E-3,-8.062203415E-5,1.169220128E-3
1.163763887E1,1.186131034E-3,-3.457760904E-4,-5.219078157E-4,1.341214264E-3
1.164764588E1,2.159414580E-4,-2.693433780E-4,9.407002944E-4,1.002044716E-3
1.165765388E1,-9.848779300E-4,1.523763174E-3,3.183197696E-4,1.842054892E-3
1.166766087E1,-2.796727931E-4,1.095792977E-3,-3.128496464E-4,1.173394231E-3
1.167766888E1,-7.750206860E-4,-7.329997607E-4,-9.661230724E-4,1.439214891E-3
1.168767588E1,-2.458506497E-4,7.266791072E-4,-3.927445505E-4,8.618313923E-4
1.169768388E1,-2.708843676E-4,3.407869954E-4,8.458916564E-4,9.513394826E-4
1.170769088E1,4.630828043E-4,-1.686757896E-4,-3.000665456E-4,5.770070515E-4
1.171769887E1,-1.360916183E-3,3.794028889E-4,4.131279420E-4,1.471976259E-3
1.172770688E1,6.840020651E-4,2.432577312E-4,6.054127589E-4,9.452818402E-4
1.173771388E1,-1.304313890E-3,1.306063496E-4,9.199320339E-4,1.601426766E-3
1.174772187E1,1.218087273E-4,7.732268423E-4,1.209834591E-4,7.920568875E-4
1.175772888E1,-2.182769822E-4,6.941310130E-4,2.999478020E-4,7.870396357E-4
1.176773688E1,-1.077557681E-4,-2.105447929E-4,-3.599834163E-4,4.307301654E-4
1.177774388E1,6.587019889E-4,2.174251713E-4,4.504164681E-4,8.270652997E-4
1.178775188E1,2.238078741E-4,8.525890298E-4,-1.270251814E-3,1.546136375E-3
1.179775888E1,3.934511915E-4,1.441882923E-4,1.080520451E-3,1.158929915E-3
1.180776658E1,3.819996491E-4,4.190267064E-4,3.340365365E-4,6.580938537E-4
1.181777358E1,-2.315927995E-4,3.721551038E-4,-1.406073105E-3,1.472812351E-3
1.182778158E1,-5.264045903E-4,-1.394383144E-4,-8.814302273E-4,1.036081117E-3
1.183778858E1,-1.187667600E-3,2.834717743E-4,-3.099159803E-4,1.259745407E-3
1.184779658E1,-1.440135180E-3,-2.073489595E-4,-3.048558719E-4,1.486579978E-3
1.185780358E1,-1.656650216E-3,-1.801846083E-4,4.024794325E-4,1.714335476E-3
1.186781158E1,-5.306656240E-4,-3.349143080E-4,-3.005948383E-4,6.957951243E-4
1.187781858E1,-1.654785941E-3,5.652341060E-4,-3.694184124E-5,1.749048543E-3
1.188782658E1,1.223414438E-4,1.377966255E-4,-4.129803274E-4,4.522257066E-4
1.189783358E1,-3.559623146E-4,-4.576861393E-4,-4.899455234E-4,7.590997217E-4
1.190784158E1,-9.762124391E-4,-5.022250116E-5,-8.854251355E-4,1.318897531E-3
1.191784858E1,-1.187401242E-3,-2.188005019E-4,1.188530587E-4,1.213227686E-3
1.192785658E1,5.199513398E-4,-2.944981679E-5,9.062350728E-5,5.286107335E-4
1.193786358E1,-3.216074547E-4,-1.312826993E-3,4.694773816E-5,1.352460779E-3
1.194787158E1,5.359302741E-4,-9.860571008E-4,1.449519768E-4,1.131609889E-3
1.195787858E1,-3.125529038E-4,-1.663831761E-3,2.299067564E-4,1.708473753E-3
1.196788658E1,-2.310600830E-4,6.455974653E-5,-1.445335802E-4,2.800833423E-4
1.197789358E1,-5.674172426E-4,3.588390537E-4,-3.301559482E-4,7.481515513E-4
1.198790158E1,3.697490320E-4,1.243008766E-3,-3.629128914E-4,1.346659165E-3
1.199790858E1,1.906126738E-3,-9.418486152E-4,-5.011309404E-4,2.184383248E-3
1.200791658E1,1.474970486E-5,-1.634068321E-4,-1.034562010E-3,1.047491241E-3
1.201792358E1,1.471088035E-4,-9.868561756E-4,-1.096462365E-4,1.003767109E-3
1.202793158E1,-7.327996427E-4,1.242146827E-4,-1.263594022E-3,1.465979009E-3
1.203793858E1,4.360617604E-4,-6.225358229E-4,-2.268252429E-4,7.931900154E-4
1.204794658E1,-3.913823748E-4,-1.215089113E-3,1.423535403E-3,1.912086493E-3
1.205795358E1,1.077350928E-3,7.322141901E-4,-3.101823386E-4,1.339042839E-3
1.206796158E1,-8.084332803E-4,1.489822753E-4,6.762524135E-4,1.064461091E-3
1.207796858E1,-2.275978914E-4,5.298140459E-4,3.329711035E-4,6.658629582E-4
1.208797658E1,-4.819297465E-4,-3.136091400E-4,3.617331386E-4,6.793068797E-4
1.209798358E1,2.531026257E-4,4.408643581E-4,-4.759454168E-5,5.105757160E-4
1.210799158E1,2.353813034E-5,1.777443103E-4,1.785079949E-4,2.530062997E-4
1.211799858E1,-2.715400187E-4,1.325566787E-3,-2.708821557E-5,1.353364349E-3
1.212800658E1,-1.047318918E-3,-3.114785068E-4,1.027523540E-3,1.499900130E-3
1.213801358E1,-8.640935412E-4,1.066441182E-3,-1.117120031E-3,1.769720771E-3
1.214802158E1,-1.660644892E-3,2.405946143E-4,-1.836972544E-3,2.487990223E-3
1.215802958E1,6.251462037E-4,-4.315869883E-4,8.656033315E-4,1.151670192E-3
1.216803658E1,-1.556925708E-4,5.284184590E-5,7.357937284E-5,1.801287356E-4
1.217804458E1,3.359268885E-4,7.740259171E-4,2.457713708E-5,8.441368552E-4
1.218805158E1,-1.234683441E-4,-1.799182501E-4,1.156953163E-3,1.177351108E-3
1.219805958E1,-6.928521907E-4,2.858685330E-4,-4.902118817E-4,8.955850966E-4
1.220806658E1,9.660308133E-4,-4.569510929E-5,-3.314875066E-4,1.022344141E-3
1.221807458E1,4.861291964E-4,-5.368446000E-5,-1.542693237E-3,1.618365237E-3
1.222808158E1,9.740203386E-4,-1.662766328E-3,-1.330439234E-3,2.341703661E-3
1.223808958E1,-1.067292760E-3,-1.085393131E-3,5.196589045E-4,1.608489186E-3
1.224809658E1,-1.276350697E-3,-3.937701695E-4,8.371076547E-4,1.576348715E-3
1.225810458E1,-9.035082767E-4,2.965210006E-4,1.181720756E-3,1.516811081E-3
1.226811158E1,-9.431893704E-4,-8.750660345E-5,-1.629245933E-3,1.884597014E-3
1.227811958E1,-1.203646534E-3,5.058455281E-4,7.004872896E-4,1.481663633E-3
1.228812658E1,1.272028079E-3,-9.230035357E-5,-4.095181357E-4,1.339507332E-3
1.229813458E1,1.395074651E-5,7.431334816E-4,-7.970081642E-4,1.089799986E-3
1.230814158E1,5.629495718E-5,-1.551508904E-4,-1.357451547E-4,2.136999485E-4
1.231814958E1,-8.102975553E-4,2.581714652E-4,-1.567841973E-4,8.647635041E-4
1.232815658E1,-9.237482445E-4,5.796151236E-4,-1.155051868E-4,1.096633922E-3
1.233816458E1,-4.017687170E-4,-2.097660676E-3,6.525502540E-4,2.233253287E-3
1.234817158E1,-6.497089053E-4,2.563074231E-4,5.239197053E-4,8.731019496E-4
1.235817958E1,-6.608943222E-4,7.585794665E-4,-3.972675186E-4,1.081686458E-3
1.236818658E1,-8.558375994E-4,-1.039054012E-3,-5.751666613E-4,1.463867455E-3
1.237819458E1,9.431276703E-4,7.969290018E-4,-3.506622743E-4,1.283569113E-3
1.238820158E1,1.619037939E-3,-1.067549922E-3,-9.639882483E-4,2.165691582E-3
1.239820958E1,4.778733710E-4,-1.644720323E-4,2.564233728E-5,5.060351150E-4
1.240821658E1,-3.240044462E-4,7.010553963E-4,5.979556590E-4,9.767335973E-4
1.241822458E1,-2.646014560E-3,-5.506302696E-4,-2.276243176E-4,2.712268345E-3
1.242823158E1,-1.325231278E-4,6.824131124E-4,1.013675239E-3,1.229140971E-3
1.243823958E1,-1.026546233E-3,-1.865762752E-4,-8.010028396E-4,1.315375773E-3
1.244824658E1,5.815923214E-5,-1.480244100E-5,-2.191022504E-4,2.271726319E-4
1.245825458E1,1.244597486E-3,-1.831140835E-4,-8.713102434E-4,1.530272920E-3
